Date,Open,High,Low,Close,Volume,Daily_Return
,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,
2024-01-02,137.72402240207782,138.61865088876826,135.66635564773884,137.34628295898438,23711200,
2024-01-03,136.43176983282882,138.79758606869683,136.26278512567,138.09181213378906,24212100,0.0054280986623229666
2024-01-04,137.59480114748817,138.3303950647463,135.5371494325095,135.576904296875,27137700,-0.018211853389812238
2024-01-05,135.93474551614966,136.34230488338568,134.34427807552308,134.9208221435547,22513900,-0.004839188184173948
2024-01-08,135.47748245410608,138.18126802755836,135.4476625165021,138.0122833251953,21404000,0.022913151080204086
2024-01-09,137.67433461881012,140.64651524536572,137.32641507069434,140.10972595214844,24759600,0.015197506891549306
2024-01-10,140.15941005497154,142.14748679333994,140.0699502420222,141.43177795410156,21320200,0.00943583318694552
2024-01-11,142.6345843213877,144.3542666130374,139.8015686385795,141.2329864501953,24008700,-0.001405564624739175
2024-01-12,141.81946082123105,142.34629997508586,140.97453725741804,141.79957580566406,18785500,0.004011735287269724
2024-01-16,141.1534491833298,143.4894454306052,140.60672504377365,141.64053344726562,22670500,-0.0011215996768312309
2024-01-17,140.50735291999237,140.99442209449427,138.0719463761856,140.6266326904297,20968600,-0.007158267002809748
2024-01-18,141.2031358604334,143.35026211180514,141.14349599253194,142.62460327148438,25746400,0.014207625844621763
2024-01-19,143.877132267433,145.57692954131164,143.51927781485492,145.50735473632812,34271900,0.020212161146954788
2024-01-22,146.22305793770767,147.50536082819642,144.97055981862937,145.1196746826172,32200400,-0.0026643330463497206
2024-01-23,145.02025308727056,146.3025558744288,144.63257874065795,146.16339111328125,21636100,0.007192108395685848
2024-01-24,147.6544572957646,148.95666034103166,147.21709314063574,147.81350708007812,25233500,0.011289529848948154
2024-01-25,149.1753276327466,152.13755737422593,148.64847340523525,150.96458435058594,29149100,0.021317925085159617
2024-01-26,150.199201418928,151.63060390831254,150.10972643948642,151.28269958496094,26115500,0.002107217634807812
2024-01-29,151.15349580398933,152.86324328176516,150.52724667904116,152.5948486328125,27784300,0.0086734904351351
2024-01-30,151.8890757322313,152.70417936075472,150.28867324695258,150.55706787109375,36331800,-0.013354191048888131
2024-01-31,142.7637900102388,143.14152945556077,139.03614601400025,139.26478576660156,71910000,-0.07500333437790241
2024-02-01,141.2727345701597,142.2071331063445,139.950661659156,140.31846618652344,40466500,0.007566021906555642
2024-02-02,138.42977891461894,141.7697484679074,135.68623845463344,141.53118896484375,62499600,0.008642645628040624
2024-02-05,141.96856685843989,144.60276246391584,141.9287968297789,142.82342529296875,38505400,0.009130399720205684
2024-02-06,143.78764525271936,144.49341917465705,142.33635771540355,143.24093627929688,29128200,0.0029232668623631053
2024-02-07,143.89696889791946,144.75184238352261,143.07191534582878,144.6723175048828,25208900,0.00999282232276788
2024-02-08,144.9606362326969,145.45765548255142,144.23499237490003,145.0401611328125,22563800,0.002542598572233823
2024-02-09,145.805548434302,148.54910418597495,145.30852922338417,148.11172485351562,26829500,0.021177332517512193
2024-02-12,147.53519108723918,148.44970467927382,146.49144763760688,146.65049743652344,21564100,-0.009865710621069113
2024-02-13,144.0560448330256,145.79561205385804,142.83338183337364,144.2747344970703,27837700,-0.016200169661759634
2024-02-14,145.20912631236618,145.64650562021833,143.23098450378816,145.06996154785156,22704200,0.005511894050980848
2024-02-15,142.28667367741343,142.66441317012772,139.62265771442105,141.91888427734375,37590700,-0.02172108710091869
2024-02-16,142.13757310505238,142.33637777502577,139.3045572625034,139.6822967529297,31468900,-0.015759618854128132
2024-02-20,138.8274141332904,141.2329853719594,138.6584294162402,140.27870178222656,25144700,0.004269725249089973
2024-02-21,140.60673172265933,141.83934482604272,139.84131789092322,141.70018005371094,23223300,0.01013324370289026
2024-02-22,144.0659761536674,144.13556612131504,141.94868470338366,143.23098754882812,27191900,0.010803144318778823
2024-02-23,142.8134964902759,143.8174698235782,142.57492181155052,143.10177612304688,19493800,-0.0009021192131151157
2024-02-26,141.29262579488392,141.59084036580944,136.5709431200029,136.7498779296875,53641800,-0.044387277121547775
2024-02-27,137.19717416142294,138.4198370568381,136.2727106298984,138.0520477294922,33099200,0.009522273946556803
2024-02-28,137.07788294358988,137.18722776923806,134.60273714964188,135.56695556640625,37328600,-0.018001124966689264
2024-02-29,136.46159402974666,138.03217656436829,135.58683536038203,137.6345672607422,42133000,0.015251590519956393
