Date,Open,High,Low,Close,Volume,Daily_Return
,MSFT,MSFT,MSFT,MSFT,MSFT,
2024-01-02,369.0571391968686,371.07094047816395,362.0582255182153,366.1055603027344,25258600,
2024-01-03,364.2694496401492,368.46485117398277,363.77587298911,365.8390197753906,23083500,-0.0007280428276570383
2024-01-04,365.9081044717195,368.30687961312606,362.4530681341208,363.2131652832031,20901500,-0.007177622807429507
2024-01-05,364.2299324066576,367.28023230519466,361.79166269723777,363.0256042480469,21004600,-0.0005163938234727938
2024-01-08,364.5556641264341,370.3798920975342,364.2694113892701,369.8764343261719,23134000,0.01887147903056441
2024-01-09,367.23093330789527,371.15978442404423,366.4214603176876,370.9623718261719,20830000,0.002935946708738868
2024-01-10,371.5348859821227,379.23469986544035,371.48554036689814,377.8526611328125,25514200,0.018574092225907224
2024-01-11,381.0412075766554,385.66107820004805,375.4934103589662,379.6888122558594,27850800,0.004859436790896288
2024-01-12,380.53773385254453,383.68675543751164,379.7085286566561,383.4794616699219,21661200,0.00998356889037888
2024-01-16,388.6027813692521,388.9680232792621,382.64036685364044,385.2563171386719,27202300,0.004633508822121435
2024-01-17,382.99576492837696,385.09837624388496,379.86647557529443,384.46661376953125,22234100,-0.0020498129012025412
2024-01-18,386.68768506128634,388.92851216757646,385.10823378403643,388.81005859375,23392100,0.0112973263962588
2024-01-19,390.6758115906089,393.5484313964844,388.44483542424194,393.5484313964844,29331100,0.012186857561947262
2024-01-22,394.8810250545832,395.473323018941,388.53363700238464,391.4161376953125,27016900,-0.0054181227291532075
2024-01-23,390.66589446380215,394.24926554264465,388.8692683381001,393.7754211425781,20525900,0.006027557936566508
2024-01-24,396.38157265965583,400.4190263282457,395.3055791013252,397.3884582519531,24867000,0.009175374884728527
2024-01-25,399.12580945191644,401.78125410566804,397.35879669846423,399.6687316894531,21021200,0.005738147120655013
2024-01-26,399.1751946098328,400.9520887119918,397.2601147041947,398.7408447265625,17803300,-0.002321640121728641
2024-01-29,400.8434667217464,404.71312091427023,399.13568066698633,404.4564514160156,24510200,0.014334138990382606
2024-01-30,406.963808061775,407.7436374380847,401.228450095284,403.3409423828125,33477600,-0.0027580448508057742
2024-01-31,401.731946506787,409.98456474557076,392.10720068242125,392.4724426269531,47871100,-0.026946185258683752
2024-02-01,396.66775163864054,402.7585000540017,396.6381382480693,398.59271240234375,30657700,0.015594138876160457
2024-02-02,398.6223850112119,407.3488168603616,398.375596677948,405.93719482421875,28256700,0.01842603287352973
2024-02-05,404.63412212946537,405.87794489838444,398.800042648597,400.438720703125,25352300,-0.013545135038622758
2024-02-06,400.6657964934495,402.72894332826615,397.7339499122829,400.2807922363281,18382600,-0.000394388600881479
2024-02-07,402.2057657386807,408.977623299913,402.16627116929635,408.7308349609375,22340500,0.02111028779922175
2024-02-08,408.7308122744756,410.22142339932105,407.23035010197816,408.7900390625,21225300,0.000144848630194927
2024-02-09,409.91537777577173,415.4138284838294,409.7574296442869,415.14727783203125,22032800,0.015551354392368877
2024-02-12,415.1571625521398,415.3348429045064,409.4218046606071,409.9252624511719,21202900,-0.012578705581618221
2024-02-13,399.7378518266166,404.8019529758041,398.2077762920108,401.1001281738281,27824900,-0.021528642134845177
2024-02-14,403.5725652715375,405.3230467916911,400.1111396506927,404.9768981933594,20401200,0.009665342260501975
2024-02-15,403.6418270582009,404.6209064246705,399.8342525934749,402.0792236328125,21825500,-0.007155160142402361
2024-02-16,403.4637923812322,403.7901722944783,398.99361896429224,399.6067810058594,22296500,-0.006149142958978171
2024-02-20,398.79576083109305,400.03198420454646,393.6234215525541,398.3507385253906,24307900,-0.003143196112205926
2024-02-21,395.7596706387702,397.8563009238514,392.8421710254568,397.74749755859375,18518900,-0.001514346299519742
2024-02-22,405.6692280234365,408.28011643608824,404.0670871504759,407.1131286621094,27009900,0.023546675116757898
2024-02-23,411.0888399370884,411.27671814639945,404.46266976176094,405.81756591796875,16295900,-0.003182316297188015
2024-02-26,406.9252422289791,407.61753951869144,402.87042277760713,403.0484619140625,16193500,-0.006823519326085492
2024-02-27,403.4934639055569,403.8198438215264,399.39910723637763,402.9891052246094,14835800,-0.00014726936103726107
2024-02-28,403.6813622301974,404.7890136651283,400.85289732894444,403.2264404296875,13183100,0.0005889370258429505
2024-02-29,404.1363132517421,409.63503299154024,401.44628969562774,409.0812072753906,31947300,0.014519798948362972
